point_id,valley,X,Y,data_type,verific_da,outcome,offset,offset_req,elevation,dist_sewer,dist_trash,lc_10m_pave,lc_10m_veg,lc_10m_soil,lc_10m_total,lc_30m_pave,lc_30m_veg,lc_30m_soil,lc_30m_total,lc_perv_10m,lc_perv_30m,lc10_prop_soil,lc30_prop_soil,lc10_prop_veg,lc30_prop_veg,lc10_prop_pave,lc30_prop_pave,rel_elev,dist_pri_sewer
330,4,561551.3,8571036,plates,1,0,5,0,46.553085327,11.512786571483401,59.212340992161344,24,4,52,80,210,126,370,706,0.7,0.7025495750708215,0.65,0.5240793201133145,0.05,0.17847025495750707,0.3,0.29745042492917845,22.553085326999998,58.85410050897854
340,4,561678.2,8571078,plates,1,0,5,0,25,4.662057072535461,169.19231678419806,13,65,0,78,234,449,27,710,0.8333333333333334,0.6704225352112676,0,0.038028169014084505,0.8333333333333334,0.6323943661971831,0.16666666666666666,0.3295774647887324,1,4.662057072535461
357,4,561556.9,8571052,plates,1,0,4,0,44.313358307,9.960605423722926,54.97153747160722,33,19,28,80,230,105,369,704,0.5875,0.6732954545454546,0.35,0.5241477272727273,0.2375,0.14914772727272727,0.4125,0.32670454545454547,20.313358307,53.88412265722176
171,4,561585,8571072,plates,2,0,5,0,39.242076874,24.6559803294064,77.01537821976056,42,6,30,78,232,118,348,698,0.46153846153846156,0.667621776504298,0.38461538461538464,0.498567335243553,0.07692307692307693,0.16905444126074498,0.5384615384615384,0.332378223495702,15.242076873999999,49.018865237979824
182,4,561531.8,8571047,plates,2,0,4,0,33.179264069,3.9769485152958706,34.61768969807499,36,14,26,76,238,218,246,702,0.5263157894736842,0.6609686609686609,0.34210526315789475,0.3504273504273504,0.18421052631578946,0.31054131054131057,0.47368421052631576,0.33903133903133903,9.179264068999998,33.99852849761909
190,4,561543.7,8571062,plates,2,0,5,0,37.990837096999996,12.09771454333637,37.95894872955888,23,27,28,78,233,166,309,708,0.7051282051282052,0.6709039548022598,0.358974358974359,0.4364406779661017,0.34615384615384615,0.2344632768361582,0.2948717948717949,0.3290960451977401,13.990837096999996,36.320821201220106
212,4,561632.8,8571030,plates,2,0,5,0,33.283390045,6.2039371138922075,130.87711374415946,48,23,9,80,351,116,239,706,0.4,0.5028328611898017,0.1125,0.3385269121813031,0.2875,0.1643059490084986,0.6,0.4971671388101983,9.283390044999997,65.2993689923381
217,4,561676.3,8571076,plates,2,0,5,0,25,6.3708046347732035,167.23579317490052,8,70,0,78,227,459,22,708,0.8974358974358975,0.6793785310734464,0,0.031073446327683617,0.8974358974358975,0.6483050847457628,0.10256410256410256,0.3206214689265537,1,6.3708046347732035
234,4,561625.9,8571034,plates,2,2,5,0,34.04384613,2.0152690395561517,123.12440139618168,47,15,18,80,330,90,292,712,0.4125,0.5365168539325843,0.225,0.4101123595505618,0.1875,0.12640449438202248,0.5875,0.46348314606741575,10.043846129999999,65.22245278615927
262,4,561546.8,8571084,plates,2,1,2,0,32.498287201,3.0936289728915862,40.01250803935491,34,13,33,80,209,279,218,706,0.575,0.7039660056657224,0.4125,0.3087818696883853,0.1625,0.3951841359773371,0.425,0.29603399433427763,8.498287200999997,30.596874929183898
278,4,561637.1,8571065,plates,2,4,5,0,27.991613388,8.101136227503856,128.2029274281665,23,27,24,74,242,304,158,704,0.6891891891891891,0.65625,0.32432432432432434,0.22443181818181818,0.36486486486486486,0.4318181818181818,0.3108108108108108,0.34375,3.991613388000001,32.051064613882346
282,4,561605.1,8571066,plates,2,0,5,0,31.924762726,17.08894080312173,96.36191294744442,31,14,35,80,260,143,301,704,0.6125,0.6306818181818182,0.4375,0.4275568181818182,0.175,0.203125,0.3875,0.3693181818181818,7.924762726000001,43.57071167327389
303,4,561641.5,8571017,plates,2,2,5,0,37.377944946,19.47776665546312,143.86685663725606,44,14,18,76,334,116,250,700,0.42105263157894735,0.5228571428571429,0.23684210526315788,0.35714285714285715,0.18421052631578946,0.1657142857142857,0.5789473684210527,0.47714285714285715,13.377944946,67.75083624477296
312,4,561517.7,8571060,plates,2,1,5,0,28.161176682,8.851324767360904,15.038268366496697,29,21,28,78,176,259,273,708,0.6282051282051282,0.751412429378531,0.358974358974359,0.3855932203389831,0.2692307692307692,0.365819209039548,0.3717948717948718,0.24858757062146894,4.161176682000001,14.284453472956322
330,4,561551.3,8571036,plates,2,0,5,0,46.553085327,11.512786571483401,59.212340992161344,24,4,52,80,210,126,370,706,0.7,0.7025495750708215,0.65,0.5240793201133145,0.05,0.17847025495750707,0.3,0.29745042492917845,22.553085326999998,58.85410050897854
340,4,561678.2,8571078,plates,2,0,5,0,25,4.662057072535461,169.19231678419806,13,65,0,78,234,449,27,710,0.8333333333333334,0.6704225352112676,0,0.038028169014084505,0.8333333333333334,0.6323943661971831,0.16666666666666666,0.3295774647887324,1,4.662057072535461
357,4,561556.9,8571052,plates,2,3,5,0,44.313358307,9.960605423722926,54.97153747160722,33,19,28,80,230,105,369,704,0.5875,0.6732954545454546,0.35,0.5241477272727273,0.2375,0.14914772727272727,0.4125,0.32670454545454547,20.313358307,53.88412265722176
170,4,561502,8571257,plates,1,1,5,0,55.636627197,80.25360577920888,61.18118816630466,25,31,22,78,278,265,155,698,0.6794871794871795,0.6017191977077364,0.28205128205128205,0.22206303724928367,0.3974358974358974,0.37965616045845274,0.32051282051282054,0.3982808022922636,31.636627197000003,80.25360577920888
183,4,561535.9,8571188,plates,1,0,1,0,29.079151154,43.02589066042078,47.78863775827185,22,24,34,80,296,147,269,712,0.725,0.5842696629213483,0.425,0.37780898876404495,0.3,0.20646067415730338,0.275,0.4157303370786517,5.079151154000002,43.02589066042078
239,4,561483.2,8571261,plates,1,0,5,0,52.936904907,64.80017159331094,44.516307242417966,23,36,15,74,177,163,364,704,0.6891891891891891,0.7485795454545454,0.20270270270270271,0.5170454545454546,0.4864864864864865,0.2315340909090909,0.3108108108108108,0.25142045454545453,28.936904907,64.80017159331094
292,4,561487.9,8571200,plates,1,1,5,0,29.51815033,18.642980635227925,57.451417468451034,42,10,28,80,240,195,277,712,0.475,0.6629213483146067,0.35,0.3890449438202247,0.125,0.273876404494382,0.525,0.33707865168539325,5.518150330000001,18.642980635227925
318,4,561482.8,8571216,plates,1,0,5,0,30,30.388668611373514,47.67162515924178,15,27,38,80,164,189,353,706,0.8125,0.7677053824362606,0.475,0.5,0.3375,0.26770538243626063,0.1875,0.23229461756373937,6,30.388668611373514
328,4,561516.3,8571287,plates,1,1,5,0,65,104.6659260530654,87.58380180031236,46,2,28,76,330,235,139,704,0.39473684210526316,0.53125,0.3684210526315789,0.19744318181818182,0.02631578947368421,0.3338068181818182,0.6052631578947368,0.46875,41,104.6659260530654
338,4,561516.6,8571179,plates,1,0,5,0,27.874795914,23.434404957130404,32.13426009622509,40,16,20,76,297,209,194,700,0.47368421052631576,0.5757142857142857,0.2631578947368421,0.27714285714285714,0.21052631578947367,0.2985714285714286,0.5263157894736842,0.42428571428571427,3.874795914,23.434404957130404
344,4,561523.6,8571258,plates,1,1,5,0,51.792385101,89.55942304009146,81.0271213563303,22,57,1,80,348,232,130,710,0.725,0.5098591549295775,0.0125,0.18309859154929578,0.7125,0.3267605633802817,0.275,0.49014084507042255,27.792385101,89.55942304009146
351,4,561476.2,8571220,plates,1,0,5,0,30.640054703,33.40753692304406,39.99252369259154,3,4,71,78,141,158,411,710,0.9615384615384616,0.8014084507042254,0.9102564102564102,0.5788732394366197,0.05128205128205128,0.22253521126760564,0.038461538461538464,0.19859154929577466,6.640054703000001,33.40753692304406
161,4,561511.5,8571233,plates,1,0,5,0,43.401771545,60.992141767947444,67.65042325554447,34,22,20,76,290,288,122,700,0.5526315789473685,0.5857142857142857,0.2631578947368421,0.1742857142857143,0.2894736842105263,0.4114285714285714,0.4473684210526316,0.4142857142857143,19.401771545000003,60.992141767947444
161,4,561511.5,8571233,plates,2,0,2,0,43.401771545,60.992141767947444,67.65042325554447,34,22,20,76,290,288,122,700,0.5526315789473685,0.5857142857142857,0.2631578947368421,0.1742857142857143,0.2894736842105263,0.4114285714285714,0.4473684210526316,0.4142857142857143,19.401771545000003,60.992141767947444
162,4,561499,8571221,plates,1,0,5,0,36.995651245,42.86642328319133,58.723389940189854,11,70,0,81,266,228,215,709,0.8641975308641975,0.6248236953455572,0,0.3032440056417489,0.8641975308641975,0.3215796897038082,0.13580246913580246,0.3751763046544429,12.995651244999998,42.86642328319133
162,4,561499,8571221,plates,2,0,2,0,36.995651245,42.86642328319133,58.723389940189854,11,70,0,81,266,228,215,709,0.8641975308641975,0.6248236953455572,0,0.3032440056417489,0.8641975308641975,0.3215796897038082,0.13580246913580246,0.3751763046544429,12.995651244999998,42.86642328319133
170,4,561502,8571257,plates,2,0,4,0,55.636627197,80.25360577920888,61.18118816630466,25,31,22,78,278,265,155,698,0.6794871794871795,0.6017191977077364,0.28205128205128205,0.22206303724928367,0.3974358974358974,0.37965616045845274,0.32051282051282054,0.3982808022922636,31.636627197000003,80.25360577920888
179,4,561525,8571180,plates,1,0,5,0,28.120529175,29.76670967337016,35.573772127301645,22,5,51,78,307,200,191,698,0.717948717948718,0.5601719197707736,0.6538461538461539,0.27363896848137537,0.0641025641025641,0.28653295128939826,0.28205128205128205,0.43982808022922637,4.1205291750000015,29.76670967337016
179,4,561525,8571180,plates,2,0,4,0,28.120529175,29.76670967337016,35.573772127301645,22,5,51,78,307,200,191,698,0.717948717948718,0.5601719197707736,0.6538461538461539,0.27363896848137537,0.0641025641025641,0.28653295128939826,0.28205128205128205,0.43982808022922637,4.1205291750000015,29.76670967337016
191,4,561467.9,8571252,plates,1,4,5,0,44.057723999,47.37369190305765,25.051327208355154,6,0,74,80,91,110,511,712,0.925,0.8721910112359551,0.925,0.7176966292134831,0,0.1544943820224719,0.075,0.12780898876404495,20.057723998999997,47.37369190305765
191,4,561467.9,8571252,plates,2,5,5,0,44.057723999,47.37369190305765,25.051327208355154,6,0,74,80,91,110,511,712,0.925,0.8721910112359551,0.925,0.7176966292134831,0,0.1544943820224719,0.075,0.12780898876404495,20.057723998999997,47.37369190305765
197,4,561500.9,8571184,plates,1,0,3,0,26.358531952,16.78975042401951,37.83274344394736,59,10,11,80,296,193,215,704,0.2625,0.5795454545454546,0.1375,0.3053977272727273,0.125,0.2741477272727273,0.7375,0.42045454545454547,2.358531952,16.78975042401951
197,4,561500.9,8571184,plates,2,0,2,0,26.358531952,16.78975042401951,37.83274344394736,59,10,11,80,296,193,215,704,0.2625,0.5795454545454546,0.1375,0.3053977272727273,0.125,0.2741477272727273,0.7375,0.42045454545454547,2.358531952,16.78975042401951
199,4,561504.1,8571185,plates,1,0,4,0,27.983121872,19.75567889757775,38.19799693799893,62,10,6,78,304,196,202,702,0.20512820512820512,0.5669515669515669,0.07692307692307693,0.28774928774928776,0.1282051282051282,0.2792022792022792,0.7948717948717948,0.43304843304843305,3.9831218720000017,19.75567889757775
199,4,561504.1,8571185,plates,2,0,1,0,27.983121872,19.75567889757775,38.19799693799893,62,10,6,78,304,196,202,702,0.20512820512820512,0.5669515669515669,0.07692307692307693,0.28774928774928776,0.1282051282051282,0.2792022792022792,0.7948717948717948,0.43304843304843305,3.9831218720000017,19.75567889757775
216,4,561490.7,8571241,plates,1,1,4,0,47.69020462,59.8822365907912,46.937728520096705,31,32,13,76,214,238,252,704,0.5921052631578947,0.6960227272727273,0.17105263157894737,0.35795454545454547,0.42105263157894735,0.3380681818181818,0.40789473684210525,0.3039772727272727,23.690204620000003,59.8822365907912
216,4,561490.7,8571241,plates,2,0,2,0,47.69020462,59.8822365907912,46.937728520096705,31,32,13,76,214,238,252,704,0.5921052631578947,0.6960227272727273,0.17105263157894737,0.35795454545454547,0.42105263157894735,0.3380681818181818,0.40789473684210525,0.3039772727272727,23.690204620000003,59.8822365907912
232,4,561507.4,8571200,plates,1,0,1,0,30.857738495,33.2531103147591,52.919612368265824,41,21,16,78,302,204,202,708,0.47435897435897434,0.5734463276836158,0.20512820512820512,0.2853107344632768,0.2692307692307692,0.288135593220339,0.5256410256410257,0.4265536723163842,6.8577384949999995,33.2531103147591
232,4,561507.4,8571200,plates,2,0,3,0,30.857738495,33.2531103147591,52.919612368265824,41,21,16,78,302,204,202,708,0.47435897435897434,0.5734463276836158,0.20512820512820512,0.2853107344632768,0.2692307692307692,0.288135593220339,0.5256410256410257,0.4265536723163842,6.8577384949999995,33.2531103147591
239,4,561483.2,8571261,plates,2,0,5,0,52.936904907,64.80017159331094,44.516307242417966,23,36,15,74,177,163,364,704,0.6891891891891891,0.7485795454545454,0.20270270270270271,0.5170454545454546,0.4864864864864865,0.2315340909090909,0.3108108108108108,0.25142045454545453,28.936904907,64.80017159331094
250,4,561527.3,8571240,plates,1,0,5,0,47.798690796,77.3201073710074,83.00519909865235,45,21,14,80,302,315,89,706,0.4375,0.5722379603399433,0.175,0.12606232294617564,0.2625,0.4461756373937677,0.5625,0.42776203966005666,23.798690796000002,77.3201073710074
250,4,561527.3,8571240,plates,2,0,5,0,47.798690796,77.3201073710074,83.00519909865235,45,21,14,80,302,315,89,706,0.4375,0.5722379603399433,0.175,0.12606232294617564,0.2625,0.4461756373937677,0.5625,0.42776203966005666,23.798690796000002,77.3201073710074
292,4,561487.9,8571200,plates,2,2,5,0,29.51815033,18.642980635227925,57.451417468451034,42,10,28,80,240,195,277,712,0.475,0.6629213483146067,0.35,0.3890449438202247,0.125,0.273876404494382,0.525,0.33707865168539325,5.518150330000001,18.642980635227925
328,4,561516.3,8571287,plates,2,3,4,0,65,104.6659260530654,87.58380180031236,46,2,28,76,330,235,139,704,0.39473684210526316,0.53125,0.3684210526315789,0.19744318181818182,0.02631578947368421,0.3338068181818182,0.6052631578947368,0.46875,41,104.6659260530654
338,4,561516.6,8571179,plates,2,0,4,0,27.874795914,23.434404957130404,32.13426009622509,40,16,20,76,297,209,194,700,0.47368421052631576,0.5757142857142857,0.2631578947368421,0.27714285714285714,0.21052631578947367,0.2985714285714286,0.5263157894736842,0.42428571428571427,3.874795914,23.434404957130404
